,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type,Malicious
23,22,7,Apache/2.4.7 (Ubuntu),4421.0,AU,Vi,12,0,2,2259,16,12,5165,2559,16,4.0,0,Non-Malicious
24,22,6,nginx/1.12.0,12473.5,US,FL,6,0,3,650,10,10,1417,950,10,4.0,0,Non-Malicious
25,22,6,Apache,441.0,US,OR,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
26,22,6,nginx/1.12.0,12055.6,US,Texas,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
27,22,6,nginx,6671.0,CA,ALBERTA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
28,23,6,Apache,9210.8,US,FL,16,3,11,1696,18,20,13422,1844,18,2.0,0,Non-Malicious
29,23,6,Apache/2.4.12 (Unix) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,434.0,PA,PANAMA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
30,23,6,Microsoft-HTTPAPI/2.0,324.0,SE,None,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
31,23,6,nginx,13001.0,NONE,None,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
32,23,7,Oracle-iPlanet-Web-Server/7.0,3257.0,NONE,None,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
33,23,6,None,6748.0,US,Arizona,7,4,5,630,7,4,244,630,7,0.0,0,Non-Malicious
34,23,7,nginx,20711.7,NONE,None,24,5,8,1740,24,11,696,1740,24,0.0,0,Non-Malicious
35,23,6,None,16663.8,US,TX,19,7,6,2404,23,20,6179,2684,23,4.0,0,Non-Malicious
36,23,6,None,16663.8,GB,None,19,14,6,1980,23,25,5737,2276,23,4.0,0,Non-Malicious
37,23,6,None,7634.9,US,WI,4,0,1,519,8,8,1138,823,8,4.0,0,Non-Malicious
38,23,6,cloudflare-nginx,12303.1,US,Oregon,10,0,5,1186,14,15,1900,1476,14,4.0,0,Non-Malicious
39,23,6,nginx/1.12.0,6212.4,IN,Andhra Pradesh,43,4,4,5738,47,50,56926,6046,47,4.0,0,Non-Malicious
40,23,6,Apache,240.0,US,CA,8,0,2,723,10,11,1837,871,10,2.0,0,Non-Malicious
41,23,6,Apache,3985.0,CA,AB,40,17,16,3285,46,45,12003,3729,46,6.0,0,Non-Malicious
42,23,6,Microsoft-HTTPAPI/2.0,324.0,NONE,None,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
43,24,8,nginx/1.6.2,6173.0,NONE,None,2,0,1,132,2,5,318,132,2,0.0,1,Malicious
44,24,9,Apache,319.0,IN,Tamil Nadu,7,0,2,720,9,10,1269,868,9,2.0,1,Malicious
45,24,6,openresty,12303.1,LU,None,84,54,5,10490,96,106,106925,11482,96,12.0,0,Non-Malicious
46,24,6,None,34.0,US,VA,65,3,5,6286,69,75,90508,6596,69,4.0,0,Non-Malicious
47,24,7,nginx,16663.8,US,NY,14,6,6,1907,18,18,5601,2171,18,4.0,0,Non-Malicious
48,24,6,Heptu web server,1778.0,NONE,None,7,7,3,618,7,9,562,618,7,0.0,0,Non-Malicious
49,24,6,Pepyaka/1.11.3,11223.3,NONE,None,6,3,2,528,6,4,244,528,6,0.0,0,Non-Malicious
50,24,6,Microsoft-HTTPAPI/2.0,324.0,CA,quebec,6,4,4,564,6,8,508,564,6,0.0,0,Non-Malicious
51,24,8,Apache/2.2.22,224.0,US,MA,19,2,4,2131,23,23,9471,2441,23,4.0,0,Non-Malicious
52,24,6,nginx/1.8.0,13244.0,CA,ON,12,2,7,984,16,16,1839,1292,16,4.0,0,Non-Malicious
53,24,7,Apache,318.0,NONE,None,21,1,8,1606,25,13,1276,1914,25,4.0,0,Non-Malicious
54,24,7,nginx/1.10.1 + Phusion Passenger 5.0.30,20711.7,NONE,None,16,6,8,2279,22,22,2562,2729,22,6.0,0,Non-Malicious
55,24,6,Apache/2,345.0,US,New Mexico,19,5,9,1390,21,25,3890,1540,21,2.0,0,Non-Malicious
56,24,6,Apache,756.0,PA,PANAMA,23,3,15,2485,27,28,9332,2799,27,4.0,0,Non-Malicious
57,25,6,Apache/2.2.29 (Amazon),12055.6,CA,British Columbia,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
58,25,7,nginx,12055.6,US,NY,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
59,25,6,nginx,14839.0,US,NY,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
60,25,6,Microsoft-IIS/7.5,324.0,US,Massachusetts,5,2,4,474,5,4,250,474,5,0.0,0,Non-Malicious
61,25,6,LiteSpeed,11223.3,NONE,None,6,5,2,564,6,7,442,564,6,0.0,0,Non-Malicious
62,25,6,Apache,12303.1,US,California,12,0,5,1327,16,17,14050,1615,16,4.0,0,Non-Malicious
63,25,6,nginx,658.0,NONE,None,11,3,4,1232,15,16,9806,1530,15,4.0,0,Non-Malicious
64,25,6,None,9515.0,TH,bangkok,18,7,9,1586,22,17,1735,1898,22,4.0,0,Non-Malicious
65,25,6,Apache,9515.0,US,CA,36,17,9,4737,42,35,10343,5173,42,6.0,0,Non-Malicious
66,25,6,Apache,195.0,GB,WEST MIDLANDS,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
67,25,6,Microsoft-HTTPAPI/2.0,324.0,US,CO,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
68,25,6,Apache,12055.6,US,California,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
69,26,8,nginx,11223.3,NONE,None,12,0,2,1052,14,14,11935,1204,14,2.0,1,Malicious
70,26,8,nginx,11223.3,NONE,None,9,1,2,878,11,12,2242,1018,11,2.0,1,Malicious
71,26,7,nginx/1.12.0,4166.0,US,TEXAS,24,0,3,2508,30,30,21098,2992,30,6.0,1,Malicious
72,26,7,Apache/2.4.23 (Unix) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,962.0,GB,WC1N,9,0,4,842,11,12,2101,994,11,2.0,1,Malicious
73,26,7,Apache/2.4.23 (Unix) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,962.0,GB,WC1N,7,0,2,722,11,10,2000,1016,11,4.0,1,Malicious
74,26,7,Apache/2.4.23 (Unix) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,962.0,GB,WC1N,7,0,2,722,11,9,1913,1036,11,4.0,1,Malicious
75,26,6,nginx,2688.0,US,Kentucky,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
76,26,7,cloudflare-nginx,12055.6,US,MD,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
77,26,6,nginx,12055.6,CA,ON,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
78,26,6,Apache,199.0,PA,PANAMA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
79,26,6,Apache/2.4.25 (cPanel) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,3548.0,NONE,None,13,0,1,1378,19,19,6226,1856,19,6.0,0,Non-Malicious
80,26,7,nginx,12303.1,US,NY,26,19,5,2727,30,19,5765,2991,30,4.0,0,Non-Malicious
81,26,6,tsa_c,0.0,US,CA,43,39,3,6325,53,50,32025,7063,53,10.0,0,Non-Malicious
82,26,6,nginx/1.12.0,5426.0,US,NEW YORK,9,7,4,702,9,10,696,702,9,0.0,0,Non-Malicious
83,26,7,Apache/2.2.0 (Fedora),13244.0,NONE,None,11,9,7,882,11,9,562,882,11,0.0,0,Non-Malicious
84,26,6,None,11223.3,CA,British Columbia,4,3,2,396,4,6,482,396,4,0.0,0,Non-Malicious
85,26,6,Apache/2,345.0,US,FL,43,0,2,3252,47,47,60076,3564,47,4.0,0,Non-Malicious
86,26,7,nginx,9210.8,US,NY,46,12,11,3783,50,18,5605,4047,50,4.0,0,Non-Malicious
87,26,7,nginx,9515.0,US,NY,21,8,9,2373,25,27,6199,2637,25,4.0,0,Non-Malicious
88,26,6,cloudflare-nginx,11223.3,US,Washington,7,0,2,984,11,12,1650,1300,11,4.0,0,Non-Malicious
89,26,6,nginx/1.12.0,12055.6,US,Colorado,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
90,26,6,None,324.0,US,TX,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
91,26,6,cloudflare-nginx,12055.6,US,PA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
92,26,6,nginx,12055.6,US,LA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
93,26,6,nginx/1.12.0,12055.6,US,Arizona,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
94,27,7,Apache/2.2.22 (Debian),8756.0,GB,WC1N,38,0,3,4207,44,45,39662,4679,44,6.0,1,Malicious
95,27,7,Apache,193.0,US,PA,9,0,1,1838,11,13,4524,1992,11,2.0,1,Malicious
96,27,8,nginx,12055.6,US,WA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
97,27,6,Microsoft-HTTPAPI/2.0,324.0,US,CO,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
98,27,6,openresty/1.11.2.1,7634.9,US,TEXAS,3,3,1,366,3,5,306,366,3,0.0,0,Non-Malicious
99,27,6,Apache/2.2.15 (CentOS),16279.5,AU,Queensland,40,13,14,3781,46,44,34101,4253,46,6.0,0,Non-Malicious
100,27,6,Apache/2.4.25,7967.0,NONE,None,6,0,4,631,8,11,812,787,8,2.0,0,Non-Malicious
101,27,7,Apache,11506.0,US,FL,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
102,28,9,Apache/2.2.15 (CentOS),7634.9,RU,MOSCOW,5,0,1,592,7,9,1062,732,7,2.0,1,Malicious
103,28,7,Microsoft-HTTPAPI/2.0,324.0,US,FL,5,0,2,556,9,9,1154,860,9,4.0,1,Malicious
104,28,8,nginx,39036.0,UK,UK,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
105,28,6,None,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
106,28,7,Apache,12055.6,FR,None,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
107,28,7,cloudflare-nginx,12055.6,NL,P,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
108,28,7,None,12473.5,US,NH,6,4,3,552,6,8,612,552,6,0.0,0,Non-Malicious
109,28,7,cloudflare-nginx,16663.8,NL,P,8,4,6,696,8,10,634,696,8,0.0,0,Non-Malicious
110,28,6,Microsoft-IIS/7.5,324.0,US,Pennsylvania,5,3,3,474,5,6,364,474,5,0.0,0,Non-Malicious
111,28,7,Apache,8578.0,CA,ON,21,7,5,2830,29,25,6137,3400,29,8.0,0,Non-Malicious
112,28,6,Apache,10576.0,IN,UTTAR PRADESH,14,9,2,2094,14,12,8019,2094,14,0.0,0,Non-Malicious
113,28,7,Microsoft-IIS/7.5,324.0,NONE,None,17,1,7,1848,23,24,2167,2322,23,6.0,0,Non-Malicious
114,28,7,Apache/2.4.25 (Amazon) PHP/7.0.14,12846.0,US,NC,17,12,3,2314,23,27,21419,2740,23,6.0,0,Non-Malicious
115,28,7,GSE,6666.0,US,CA,66,5,11,6311,70,64,63634,6633,70,4.0,0,Non-Malicious
116,28,6,Apache/2.4.23 (Unix) OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4,445.0,US,FL,28,5,8,2324,30,33,24662,2482,30,2.0,0,Non-Malicious
117,28,8,Apache,12473.5,US,Arizona,6,0,3,632,8,8,593,776,8,2.0,0,Non-Malicious
118,28,7,Microsoft-HTTPAPI/2.0,324.0,NONE,None,33,26,4,3590,39,48,30057,4064,39,6.0,0,Non-Malicious
119,28,6,Pepyaka/1.11.3,12055.6,US,NY,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
120,28,6,None,12473.5,US,CA,26,19,3,2632,30,36,27404,2916,30,4.0,0,Non-Malicious
121,28,6,nginx,18438.0,US,California,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
122,29,7,Apache,7314.0,US,MD,34,0,2,2934,40,40,34995,3416,40,6.0,1,Malicious
123,29,7,Microsoft-HTTPAPI/2.0,324.0,UG,kireka,5,0,2,593,7,8,1128,751,7,2.0,1,Malicious
124,29,6,Apache,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
125,29,6,tsa_c,0.0,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
126,29,8,Apache,9136.0,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
127,29,6,Apache,5019.0,US,IL,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
128,29,7,nginx,12055.6,US,NY,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
129,29,6,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,210.0,US,Missouri,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
130,29,6,Apache/2.2.22 (Debian),8654.0,JP,Osaka,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
131,29,7,Apache/2.2.22 (Ubuntu),238.0,CA,QC,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
132,29,6,Apache,26856.0,NONE,None,26,6,5,2519,30,30,22379,2851,30,4.0,0,Non-Malicious
133,29,6,Microsoft-HTTPAPI/2.0,324.0,US,Michigan,12,8,6,900,12,9,568,900,12,0.0,0,Non-Malicious
134,29,7,Apache/2.2.22,12473.5,CA,AB,709,708,3,2362906,709,837,83056,2362906,709,0.0,0,Non-Malicious
135,29,6,Apache,10210.0,US,CA,5,4,2,486,5,7,542,486,5,0.0,0,Non-Malicious
136,29,6,Apache,13684.0,US,Maryland,15,8,7,1134,15,9,605,1134,15,0.0,0,Non-Malicious
137,29,6,None,324.0,CA,Ontario,3,3,1,366,3,5,306,366,3,0.0,0,Non-Malicious
138,29,6,nginx/1.12.0,770.0,US,South Carolina,5,3,3,486,5,7,436,486,5,0.0,0,Non-Malicious
139,29,8,Apache/2.4.25,6813.0,US,Texas,17,9,10,1249,17,15,1062,1249,17,0.0,0,Non-Malicious
140,29,6,Microsoft-HTTPAPI/2.0,324.0,NONE,None,34,9,6,2861,38,26,15260,3229,38,4.0,0,Non-Malicious
141,29,6,None,34.0,US,California,10,2,9,612,12,14,918,772,12,2.0,0,Non-Malicious
142,29,7,Apache,20711.7,US,CA,32,21,8,4561,38,36,10429,4997,38,6.0,0,Non-Malicious
143,29,8,GSE,20404.0,US,CA,33,6,5,3533,37,35,46688,3859,37,4.0,0,Non-Malicious
144,29,8,Tengine,12303.1,CN,Zhejiang,28,0,5,3183,36,33,24455,3777,36,8.0,0,Non-Malicious
145,29,6,Apache/2.4.18 (Unix) OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4,7159.0,US,Arizona,21,6,11,1515,23,18,1334,1675,23,2.0,0,Non-Malicious
146,29,6,Apache/2.2.15 (CentOS),12473.5,US,New Mexico,24,1,3,2195,29,30,55576,2515,29,4.0,0,Non-Malicious
147,29,6,Apache,388.0,US,New York,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
148,29,6,Apache/2,199.0,NONE,None,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
149,29,8,Microsoft-HTTPAPI/2.0,324.0,AU,QLD,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
150,29,6,nginx/1.12.0,12055.6,CA,ON,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
151,29,6,None,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
152,30,8,Apache,177.0,NONE,None,7,0,2,666,9,9,1094,826,9,2.0,1,Malicious
153,30,6,Apache/2.4.10 (Debian),12055.6,SE,None,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
154,30,6,Apache/2.4.6 (CentOS) PHP/5.6.8,199.0,US,MA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
155,30,7,nginx,12473.5,US,NY,14,9,3,1918,18,17,5546,2182,18,4.0,0,Non-Malicious
156,30,6,None,6828.2,US,CA,62,52,12,8974,76,69,30726,10006,76,14.0,0,Non-Malicious
157,30,6,Apache,11223.3,US,CA,22,17,2,3914,28,27,9833,4350,28,6.0,0,Non-Malicious
158,30,6,Sun-ONE-Web-Server/6.1,12303.1,NONE,None,18,17,5,1188,18,19,1451,1188,18,0.0,0,Non-Malicious
159,30,6,Apache/2.4.18 (Unix) OpenSSL/1.0.2e Communique/4.1.10,6212.4,US,WI,6,4,4,552,6,9,564,552,6,0.0,0,Non-Malicious
160,30,6,Apache,14703.0,US,Texas,2,2,1,276,2,4,250,276,2,0.0,0,Non-Malicious
161,30,6,nginx,8751.0,US,FL,15,2,6,1528,19,17,5586,1860,19,4.0,0,Non-Malicious
162,30,6,Microsoft-HTTPAPI/2.0,324.0,US,NJ,90,6,14,8646,92,100,95659,8808,92,2.0,0,Non-Malicious
163,30,7,Apache,11223.3,US,CA,31,26,2,4412,37,37,27412,4848,37,6.0,0,Non-Malicious
164,30,6,None,12473.5,US,CA,31,23,3,3605,39,41,34388,4183,39,8.0,0,Non-Malicious
165,30,6,None,6828.2,US,CA,76,47,12,9007,88,44,23985,9891,88,12.0,0,Non-Malicious
166,30,7,AmazonS3,350.0,US,Arizona,23,1,10,1902,27,26,2764,2194,27,4.0,0,Non-Malicious
167,30,7,Apache/1.3.37 (Unix) mod_perl/1.29 mod_ssl/2.8.28 OpenSSL/0.9.7e-p1,16663.8,US,GA,48,3,6,3418,52,48,57377,3706,52,4.0,0,Non-Malicious
168,30,8,cloudflare-nginx,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
169,30,6,None,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
170,30,7,Apache,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
171,31,7,Microsoft-IIS/7.5,324.0,US,CA,7,0,2,707,11,11,1018,1031,11,4.0,1,Malicious
172,31,8,ATS,604.0,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
173,31,7,Apache/2.2.27 (CentOS),287.0,NONE,None,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
174,31,7,Apache,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
175,31,8,Apache,65815.0,US,MO,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
176,31,6,None,16279.5,US,CA,65,53,14,8568,77,70,26049,9452,77,12.0,0,Non-Malicious
177,31,6,Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips DAV/2 mod_bwlimited/1.4,13244.0,NONE,None,9,3,7,738,9,12,766,738,9,0.0,0,Non-Malicious
178,31,7,CherryPy/3.6.0,4075.0,CA,ON,4,3,2,432,4,6,372,432,4,0.0,0,Non-Malicious
179,31,8,Apache/2.2.15 (CentOS),287.0,IN,HR,5,0,1,593,9,9,955,929,9,4.0,0,Non-Malicious
180,31,7,nginx,7315.4,US,NY,28,13,13,2773,32,32,6566,3037,32,4.0,0,Non-Malicious
181,31,7,Apache/2.2.15 (Red Hat),5132.0,US,FL,27,0,3,2743,33,33,43878,3181,33,6.0,0,Non-Malicious
182,31,6,Microsoft-IIS/7.5,324.0,US,Missouri,23,1,4,2262,29,28,16553,2736,29,6.0,0,Non-Malicious
183,31,6,Microsoft-HTTPAPI/2.0,324.0,NONE,None,18,14,3,2201,22,23,7756,2543,22,4.0,0,Non-Malicious
184,31,6,Apache,12473.5,NONE,None,23,17,3,3981,29,27,9867,4417,29,6.0,0,Non-Malicious
185,31,8,Microsoft-HTTPAPI/2.0,324.0,US,FL,103,0,3,7073,105,113,179439,7217,105,2.0,0,Non-Malicious
186,31,6,Apache,20711.7,US,MD,13,8,8,1355,16,16,1145,1519,16,2.0,0,Non-Malicious
187,31,7,None,6828.2,US,CA,57,45,12,8136,69,64,25686,9020,69,12.0,0,Non-Malicious
188,31,7,Apache,22004.0,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
189,31,6,Apache,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
190,31,7,Apache/2,345.0,US,Texas,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
191,32,11,nginx,643.0,NONE,None,22,1,5,2783,30,26,3824,3367,30,8.0,1,Malicious
192,32,9,nginx,637.0,NONE,None,14,1,4,1457,20,16,3229,1881,20,6.0,1,Malicious
193,32,8,Server,12055.6,US,WA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
194,32,6,None,34.0,US,Missouri,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
195,32,8,Server,12055.6,US,WA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
196,32,9,KHL,420762.0,NONE,None,17,5,8,1314,19,26,1881,1452,19,2.0,0,Non-Malicious
197,32,8,Apache,1399.0,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
198,32,6,Apache,12055.6,CA,ab,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
199,32,7,nginx,12055.6,US,NY,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
200,32,7,nginx,11223.3,US,CA,14,10,2,2000,20,20,9588,2498,20,6.0,0,Non-Malicious
201,32,7,None,12303.1,US,CA,49,42,5,7613,61,52,24774,8497,61,12.0,0,Non-Malicious
202,32,8,Apache,6212.4,NONE,None,24,0,4,2176,28,29,17335,2456,28,4.0,0,Non-Malicious
203,32,6,None,11223.3,NONE,None,4,3,2,432,4,5,310,432,4,0.0,0,Non-Malicious
204,32,8,Microsoft-IIS/7.5,328.0,UK,Greater London,5,3,2,474,5,7,426,474,5,0.0,0,Non-Malicious
205,32,7,Apache,6212.4,US,Illinois,94,0,4,11902,102,121,173484,12492,102,8.0,0,Non-Malicious
206,32,8,Microsoft-HTTPAPI/2.0,324.0,NONE,None,11,10,6,798,11,15,1124,798,11,0.0,0,Non-Malicious
207,32,6,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips mod_fcgid/2.3.9 PHP/5.4.16 mod_jk/1.2.40,199.0,US,Kansas,6,3,4,564,6,7,442,564,6,0.0,0,Non-Malicious
208,32,8,Apache,334.0,SI,--,8,1,4,816,10,13,1541,958,10,2.0,0,Non-Malicious
209,32,7,Apache/2.2.3 (CentOS),287.0,US,MO,71,0,3,10999,73,70,88707,11147,73,2.0,0,Non-Malicious
210,32,7,Apache,20212.0,US,CA,43,26,14,4214,49,28,9246,4650,49,6.0,0,Non-Malicious
211,32,8,Server,11223.3,US,WA,36,0,2,3185,40,40,50608,3465,40,4.0,0,Non-Malicious
212,32,8,Server,6212.4,US,WA,24,2,4,1888,28,25,40314,2168,28,4.0,0,Non-Malicious
213,32,7,None,12473.5,NONE,None,7,0,3,734,11,12,7145,1060,11,4.0,0,Non-Malicious
214,32,7,GSE,11827.0,US,CA,38,2,5,4607,42,35,58676,4945,42,4.0,0,Non-Malicious
215,32,8,nginx/1.12.0,1108.0,US,California,13,0,2,2065,17,16,7280,2349,17,4.0,0,Non-Malicious
216,32,7,None,324.0,US,Arizona,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
217,33,11,nginx,646.0,NONE,None,13,1,5,1497,17,14,2116,1787,17,4.0,1,Malicious
218,33,9,nginx,637.0,NONE,None,23,1,5,2851,31,26,3814,3431,31,8.0,1,Malicious
219,33,9,nginx,640.0,NONE,None,18,1,5,2147,24,20,2848,2577,24,6.0,1,Malicious
220,33,9,nginx,643.0,NONE,None,4,0,4,264,4,6,388,264,4,0.0,1,Malicious
221,33,9,nginx,20711.7,NONE,None,14,1,8,1151,18,15,1211,1445,18,4.0,1,Malicious
222,33,11,nginx,11223.3,NONE,None,8,0,2,1045,12,11,1362,1333,12,4.0,1,Malicious
223,33,7,cloudflare-nginx,12055.6,US,NY,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
224,33,8,Server,12055.6,US,WA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
225,33,8,Server,12055.6,US,WA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
226,33,6,None,12055.6,US,CA,0,0,0,0,0,0,0,0,0,0.0,0,Non-Malicious
